passenger1Id,passenger2Id,numberOfFlightsTogether
8973,8960,4
8993,9000,5
8931,8995,4
1082,4071,5
4344,945,4
4331,4071,4
4057,4384,4
4410,6099,5
8383,10067,4
843,524,4
121,101,4
4945,75,4
3855,5219,4
13261,13249,4
5007,5233,4
8006,6113,5
8509,9271,4
4243,4267,4
14077,12947,4
12981,12840,4
12947,2702,4
8710,8775,4
7039,6813,6
8225,167,5
6813,7872,8
8353,3278,6
6860,3930,7
7951,6136,4
4514,1218,7
3198,3544,4
11450,6084,4
1327,10720,4
5914,5965,4
6333,5336,5
11807,3528,5
1470,2545,4
3665,3528,5
11757,9749,4
6086,525,4
2212,946,5
3648,3681,6
3648,3537,4
3648,3624,6
2498,988,4
3671,2996,4
2263,2910,4
2407,2222,4
2441,3509,5
2437,1321,4
3567,3509,4
2222,2910,4
2985,2910,7
5423,9101,4
4283,2973,5
3802,5546,5
5544,2482,5
3278,9101,4
3632,12286,6
726,13638,4
1829,10767,6
5414,1033,4
5815,5769,5
5323,5321,4
1949,1944,5
1970,1905,4
9629,11438,4
7565,8590,5
730,797,6
5372,5331,4
1903,1911,4
1940,1996,4
7495,5073,5
8411,9770,4
9828,1164,5
11965,11987,5
4514,9770,5
11917,12000,5
5459,5734,4
7507,1024,4
6013,11939,6
8579,9441,5
5055,9063,4
1352,10009,4
4335,435,5
3309,8823,4
1046,1662,6
7829,1389,4
4072,5594,4
606,5442,5
9903,3020,4
9413,7364,4
8519,10819,4
4632,1413,6
5056,10535,4
4337,3432,5
7098,5358,4
9758,3243,5
8397,1281,4
4364,4217,6
1064,4217,7
7520,8501,5
2795,1562,4
4502,2068,5
7803,8336,4
2582,2512,4
3492,3424,4
4764,8255,4
3887,5372,5
1581,5733,4
6136,6113,4
7600,8614,4
6972,7301,4
1843,4210,4
4373,2758,4
2758,4242,4
2798,10473,4
1327,1311,4
997,950,9
2886,3087,6
5767,5734,4
3587,670,7
338,399,6
2909,3919,5
4827,2700,6
2565,2586,6
5952,5922,6
4896,2556,5
3695,5946,4
8109,913,4
9052,5509,4
7896,2776,4
2153,8204,4
1322,1371,5
5796,5734,4
3689,3604,5
5760,5708,4
11196,11129,4
11176,11175,4
11110,11117,4
11153,11124,4
11169,11193,4
905,3874,6
8837,9494,5
4645,2605,5
1499,9364,5
13851,7544,5
7387,13173,4
5711,5782,4
11160,11151,4
5196,5127,4
5160,5175,4
839,805,5
3735,805,4
5096,4248,5
5075,5001,4
1267,4897,4
12929,12956,4
471,2346,5
9932,9980,5
4795,1824,4
7026,10926,4
10482,10409,6
8277,211,4
8517,7652,5
1677,211,8
1464,204,4
1774,1728,4
7457,292,4
3925,7403,4
6694,1223,5
6372,281,5
3418,6447,9
3418,8093,4
1641,3760,5
8190,3590,8
5509,6020,4
5490,8093,6
5584,3503,6
10376,10349,4
4249,7298,4
4601,10310,4
628,6471,5
9281,8830,5
532,13398,4
10110,8078,5
2886,2836,4
6372,6345,5
6927,364,4
1076,6956,4
5737,364,4
6475,6968,4
6860,9035,4
13682,13689,4
406,7179,4
3806,7120,5
7172,2453,5
7550,876,4
4213,3849,5
1536,4803,4
3491,10016,4
11788,11388,4
11844,375,4
1272,6104,4
12582,9703,4
7327,8732,9
7801,7508,4
11379,6915,4
4916,4925,4
9288,1598,4
9282,8887,4
10778,1822,5
10778,10786,4
8262,3618,5
10704,10737,6
4820,1822,6
4820,4803,4
10701,7560,6
3618,2841,5
3618,148,5
7560,392,7
10756,10788,5
10798,10742,4
8729,1637,7
10786,10785,4
2024,10770,4
10737,10741,4
10760,10788,4
10788,2945,4
10716,10741,4
10456,10407,4
10489,10443,4
10433,10439,5
4656,1479,6
11214,10043,7
12091,12077,4
3924,3955,5
2655,1503,6
2655,1223,4
1509,2627,4
1287,1236,4
4347,4366,4
10407,10434,4
10454,10440,4
3988,3990,5
7613,7603,5
5764,485,4
4761,1335,4
4761,8557,4
1955,8202,4
3924,2728,5
8837,8833,4
8307,3049,4
6931,8548,5
4012,4060,4
4084,4032,6
4075,4066,4
309,360,5
334,337,5
10506,10565,4
2392,10954,4
7643,12299,5
14704,14775,4
308,341,5
319,311,4
2205,2252,5
1298,1503,4
3593,3556,4
2472,2457,4
9366,9392,4
9374,9342,5
9951,9977,4
9388,1321,4
2486,2433,5
1051,1035,5
1002,727,4
385,774,7
2927,2923,5
8336,2485,4
8581,9179,4
3572,10045,5
867,3415,4
3738,3751,4
5113,5198,5
12551,9781,4
7727,7818,4
13623,12497,4
5554,5589,4
2579,2533,4
9040,6322,5
4147,9946,4
1289,1242,4
12551,12541,5
12615,12697,4
1113,10684,4
5416,3992,4
8446,6733,6
13561,7060,5
13249,4957,5
13163,7099,4
8251,6507,4
11840,11883,5
2696,9875,4
7643,2614,4
3321,3343,6
2185,2122,5
3177,3119,5
2124,2131,5
5082,5042,5
5008,4641,4
4042,5468,6
5423,4388,5
2941,5458,5
2511,2969,8
5435,4339,5
4316,1484,7
4083,2789,7
5479,5467,5
5479,5491,4
1696,5421,5
5483,5491,4
5479,5484,4
4492,4786,4
3106,316,6
10037,3851,4
10037,863,4
10058,1404,4
4728,210,4
7677,736,4
400,4580,5
10016,7679,6
10083,8424,4
3275,7706,4
10017,2514,5
8912,8194,4
1875,1890,4
7800,7719,4
8338,7379,5
7397,7342,4
1982,5672,5
9622,9628,6
1475,3581,4
7023,9443,4
11214,4496,4
1583,2605,5
14752,14741,4
14778,14716,4
14779,14741,4
2231,2220,5
2290,2282,4
2286,2210,4
7122,745,4
8225,10871,4
8262,2342,4
2258,2253,4
6529,6548,4
8656,8454,4
2928,7532,4
3191,7393,4
4234,5814,4
1626,8258,5
1151,7959,4
6336,4037,4
6368,8084,4
650,2545,4
1693,299,4
2600,2568,5
601,211,5
1645,299,4
1343,3958,4
3958,2581,4
1678,75,4
1678,9997,4
9621,3029,4
8587,8323,4
11535,12052,5
12890,12899,4
1863,2594,4
12881,12841,7
1262,1266,5
2645,2676,4
3508,3523,4
12810,4854,4
4944,2560,4
8355,12614,4
4458,3266,4
9676,9610,4
9650,9677,4
1982,5359,4
9649,6776,4
5573,5096,5
5683,9640,4
622,4553,4
3141,271,4
1005,1677,5
5935,5977,4
3413,2515,4
780,4377,4
8896,5553,4
5907,5946,5
5946,5941,4
10095,11221,4
10024,9331,5
9493,1747,5
11267,9723,4
11332,11378,6
1540,4333,4
7629,7602,5
3316,11315,4
10022,9600,4
6591,10130,5
4917,12504,4
4792,4721,5
1371,951,4
13862,13887,4
4274,10814,4
4137,1820,4
1820,4308,4
421,5225,4
6075,6096,7
6016,6001,7
6039,6001,7
1627,2527,4
7747,3090,8
8659,5479,4
6447,10576,6
5479,4611,4
6090,6079,4
6058,6043,4
2710,4945,6
4063,4542,4
6023,5421,4
1863,5941,4
2162,4496,4
3676,5671,4
5116,5917,5
6255,7038,4
3477,281,4
3193,679,4
2199,295,4
3461,3440,7
760,3414,4
247,3159,4
1053,281,4
1429,10795,4
3935,12210,4
2993,6872,4
6880,2759,4
6872,3120,5
6839,6889,5
6075,4942,5
5993,6049,4
5494,6889,4
2773,6844,4
2773,6870,4
6047,5954,4
5798,1817,6
6039,5724,4
6039,6408,4
6814,6858,5
6864,5977,4
5977,6096,4
2759,6017,6
5761,6836,4
4607,5706,4
1884,2294,7
3921,1782,6
11158,1247,4
7047,7088,6
4023,9820,4
1186,9408,4
7579,4683,4
4690,4700,7
4700,4617,4
137,3608,4
13803,10458,4
419,325,4
243,215,4
3186,3192,4
294,255,4
2062,6114,5
7510,7910,5
6317,4737,6
5162,4675,4
8371,7962,5
9688,6507,4
5044,9402,4
3961,3925,4
11583,11571,4
6544,7087,4
905,4331,4
4820,9014,4
6857,6622,5
5522,2967,4
7898,4391,4
392,2248,4
7445,9359,4
1982,2111,5
3250,4314,4
4076,5865,4
12551,12583,4
7507,1631,5
3019,3011,4
1808,1884,7
1842,1828,5
3492,1586,4
4988,1476,4
10569,12204,4
4264,4300,5
1848,1836,4
1458,1481,4
2967,1335,4
4945,382,4
10310,382,4
10764,11871,4
8411,4700,4
5766,1789,4
6418,4395,5
2074,3266,4
1830,1853,4
9077,9480,4
658,610,4
1297,8058,4
12667,13438,4
3463,3402,4
3411,3155,4
7471,7431,4
6986,2620,4
1133,2139,4
15126,15114,4
12250,259,4
4513,7864,4
3730,3297,4
9920,2379,4
663,8209,5
663,3590,5
4468,6813,5
1646,7606,4
8209,4249,5
7601,2906,4
6750,5566,4
5584,2906,5
917,2612,4
9088,6548,5
8513,1904,5
2743,4097,4
10277,10294,4
3218,694,4
4034,7242,4
4401,91,4
1226,1252,4
1252,1236,4
8558,2150,4
4792,5215,4
3152,3180,4
8529,8801,4
8928,8970,4
8969,9000,5
9600,6865,4
8945,8965,6
4395,2280,4
7509,7533,4
12579,4791,4
5044,3093,4
6339,11166,4
13614,12669,4
2082,2390,4
12088,12144,4
12173,12069,4
12565,11674,4
6089,8048,4
9234,8862,4
250,260,4
7662,7420,4
3837,258,5
8257,9271,6
9539,10497,5
8867,10497,4
10900,8290,4
8703,8724,4
1078,5716,6
6812,3024,4
7866,3590,9
1208,1329,4
8353,8297,4
8197,1337,5
10179,11284,4
7955,5714,4
993,2949,6
11483,9561,4
12584,12542,4
2932,3571,4
1343,3509,4
1343,1384,5
2901,1330,4
3648,130,4
1387,3578,4
1358,130,4
2427,3620,4
3589,2236,5
3571,2437,4
3635,2255,4
3509,3540,6
5423,8007,5
5423,9098,5
7662,3278,8
10377,7860,5
4283,92,7
7039,5668,5
4441,10107,4
2747,6067,6
7643,9101,4
8348,10767,4
3875,1753,4
13560,9599,4
2549,5414,4
2065,13636,4
9321,10507,4
977,3536,4
8881,1451,4
5390,5358,5
9828,9752,11
9829,1419,4
1951,1918,6
1996,1950,4
2472,11798,4
764,740,6
706,716,6
724,731,5
792,786,5
755,737,5
4490,5350,4
9927,9922,4
6541,9441,4
1276,10431,4
8149,8399,5
9752,8195,5
9752,10975,4
9752,11275,6
9752,2097,9
3677,8004,5
8579,10431,4
8475,5055,5
10478,10411,6
1882,1845,4
9363,8598,4
1041,11007,5
237,7076,5
8299,4781,5
10819,3223,4
3223,10661,4
4056,2544,6
2462,7612,6
290,2518,4
9068,479,6
1843,3524,4
4210,5608,5
4247,10403,4
1315,1302,4
2984,2929,4
1208,351,5
3952,419,4
402,2635,4
1219,363,4
2909,3415,4
2635,363,4
2068,649,4
1545,3415,4
5738,7447,4
4919,1436,4
1684,5518,4
3445,5560,4
3445,5515,4
7039,6745,5
6983,6951,4
5709,5763,4
5775,5708,6
11200,11106,4
11200,11180,4
11101,11131,4
11148,11187,4
11189,11194,4
7209,11834,4
7209,10858,5
5711,5748,4
11127,11143,4
801,844,5
851,844,5
3702,5119,4
3725,3706,5
3735,3706,5
5161,5171,5
4291,4208,4
4226,4215,5
5098,1413,4
4253,4245,4
5304,1691,4
3896,5375,10
2492,4404,5
1742,1326,5
1673,4469,5
9859,2612,4
6855,6870,8
7650,629,4
4113,11060,4
4715,10440,4
4539,5301,4
2760,1272,5
58,2400,6
2867,1696,8
1250,1611,4
1484,1465,5
435,64,4
9355,5958,6
5487,13194,5
4221,4263,4
2062,5048,5
6769,53,5
6372,9030,5
8411,10346,4
10377,4850,5
7866,8190,7
10322,5737,4
10325,10334,5
6447,10373,7
2515,211,4
141,1263,4
3502,4565,4
3153,1849,4
3356,211,4
6486,6940,4
6205,6293,4
7001,1042,4
2124,1413,6
1544,4139,4
7909,6293,4
1735,6940,4
536,572,5
368,420,6
2311,2317,4
2369,2317,4
7172,853,4
853,7180,5
7562,7463,4
8212,10802,8
1178,9091,5
3823,10357,4
9252,2443,5
9288,9223,5
10779,10741,4
10704,10727,5
2354,10744,5
7560,3064,7
5522,9066,7
10795,9645,4
8729,2841,6
2024,3187,6
2012,10742,4
174,2345,6
10751,10785,4
382,3187,5
10737,10731,7
10737,10774,4
10764,10799,4
5503,2090,7
11610,1378,5
1378,10596,5
3648,2291,4
3230,3285,4
10453,10492,4
293,2539,6
814,7948,5
9404,9409,4
12043,11308,4
9083,9942,5
3966,3989,4
1561,2681,4
2608,3914,4
2668,1594,4
3933,3924,4
2655,2699,8
4362,4059,5
1506,1228,4
877,831,6
8230,3734,4
8230,5808,4
2479,3154,4
6752,8350,5
3172,4384,4
1078,1389,5
376,355,5
9296,5882,4
14684,14644,4
8116,13565,5
315,395,5
395,341,5
2667,1298,5
2667,2554,5
3552,3565,5
2229,2299,5
2531,3913,4
331,2655,5
2285,2240,5
9363,9400,4
3405,4404,4
366,1043,4
1045,1035,5
1095,385,4
1051,354,4
1001,1031,6
1001,1044,5
328,1056,5
766,392,4
938,2684,5
2426,5693,4
135,12704,4
12473,13842,5
1641,865,4
13414,8581,4
1545,4212,4
755,362,4
364,1072,4
811,823,4
13731,12841,6
4092,2802,5
2725,2601,4
5905,2550,4
5873,5855,4
5869,6396,5
9058,3025,4
2472,2379,5
2379,1733,5
4137,1411,5
5613,12351,5
4953,6027,4
2614,9442,5
5754,2588,5
7194,3319,4
183,3897,4
9974,10067,6
6857,13218,5
42,3319,4
2112,13561,5
13561,5212,5
13249,712,5
7721,13571,6
7099,3897,4
10067,3897,4
10248,978,6
9764,9795,4
8050,8057,5
4091,1984,6
56,118,4
3135,3343,4
1984,3614,4
1984,3225,4
2160,2190,4
2145,2142,4
2155,2129,4
2124,2109,4
2109,2168,4
2109,2111,4
2163,2140,4
5476,5420,5
4012,1482,5
4016,5410,4
4309,5451,4
5463,5500,4
5463,5409,5
5446,5436,4
4083,1818,5
5431,5499,6
407,5451,4
4399,1337,7
4053,1337,8
5479,1464,6
8106,8149,5
5458,5443,4
4058,1106,4
574,551,6
5209,614,4
5209,400,5
5209,736,4
2479,400,4
2479,7076,5
1041,210,4
237,6522,4
2174,8912,4
4823,2532,5
4269,10083,4
2532,9659,4
7098,888,4
4364,6024,6
8266,6024,4
5132,4689,4
3275,4336,4
7679,888,4
9904,1710,4
9904,9707,4
3465,12385,4
4728,400,4
3275,888,4
8358,11578,5
6902,6947,5
4737,9421,8
821,852,5
7719,7713,4
8338,7733,5
8343,8394,4
8919,8917,4
5410,8252,4
5072,3874,4
10034,156,4
14701,14782,4
14071,12144,4
1992,14093,4
14716,14793,4
1770,1780,4
2231,2201,4
9599,9506,4
1221,3124,4
4563,8013,5
9226,9710,4
8044,7308,4
3491,3451,5
3798,7833,4
13621,13658,4
13378,4711,5
5632,6415,4
9956,13365,5
9854,6335,4
12173,4460,4
3175,3657,4
4285,8349,5
6368,5770,5
9664,9618,7
9664,6480,4
4784,8922,5
9957,9503,4
2554,2563,4
248,684,6
601,490,4
215,3104,6
299,211,6
11271,2581,4
4496,2581,7
3560,3597,6
9251,9962,4
2511,2513,4
2441,11304,4
12657,12641,4
13520,505,4
66,50,4
9624,9677,6
9690,9649,5
1982,9686,4
4270,5383,4
4076,9693,4
5359,9622,4
5652,5635,4
6776,4208,4
625,3116,4
3149,1668,4
9618,9679,5
6710,6730,4
10476,9834,6
3107,3112,4
3132,3178,5
11532,7445,4
5990,5996,5
5984,5917,4
2004,2440,4
2411,3677,4
11221,10089,4
288,7636,4
8981,2869,4
1253,795,4
12103,12151,4
10652,8271,5
1850,8271,5
11070,11290,6
954,8271,4
954,4711,5
7636,7604,4
5920,998,4
859,9600,5
1322,2959,4
11074,11274,5
3573,10530,4
13869,13838,4
13803,13802,6
315,9482,4
9481,9486,5
1715,1434,4
1411,4787,4
5906,6065,4
679,1053,4
10267,3090,5
8674,13781,5
6003,6060,4
5434,1444,6
1444,1617,5
3940,1643,5
5941,3029,4
5927,5773,4
5800,5917,4
2780,5917,4
5116,6111,8
218,611,4
751,3410,4
3483,292,4
5574,5568,4
6064,3544,7
6878,6884,5
6878,5771,4
5993,6853,4
5993,6874,4
6817,6832,6
6071,5724,4
6071,5954,4
6869,6893,5
5744,6809,4
6814,5771,4
6814,1817,4
6864,6830,5
6854,1817,4
6001,950,4
2382,12210,4
6180,10541,4
6150,9408,4
9062,1681,4
659,684,4
670,684,5
646,677,4
5943,4827,4
5943,9385,4
7902,9421,5
5162,9421,4
2306,1268,4
8371,1268,4
9523,3542,4
5943,1673,4
6765,3640,4
9615,10130,4
7048,7068,4
9877,8621,4
2992,1288,5
150,160,4
2354,8793,4
174,160,4
2328,3655,5
1943,4391,4
2182,4217,4
2075,2268,4
6739,5885,4
3517,2288,5
3568,2264,5
2281,3585,4
844,53,4
8506,8582,4
431,416,5
3065,3089,4
11473,11435,4
4980,4611,4
3385,5460,4
4346,4609,4
631,4656,4
1046,5455,5
2403,4552,4
4212,4914,4
11872,4433,4
11872,10615,4
1396,435,4
957,2997,4
3177,8485,6
6773,5819,5
1728,171,4
3549,210,4
2000,11876,4
10778,4070,4
7560,11880,4
3322,6464,4
10719,8406,4
8851,10203,4
1966,8353,4
4070,10716,4
8353,11874,4
6087,4700,5
4682,4470,4
2886,8402,5
2886,5755,4
2790,6803,4
4700,8007,4
6020,8007,4
6100,5989,4
5037,4719,5
13671,13647,5
3475,3493,4
290,3476,4
7477,7442,4
15158,15188,5
15158,15176,4
15158,11290,4
15179,15122,4
229,255,4
12100,9996,4
5685,5699,4
4497,7685,4
7866,6786,5
606,1677,4
6703,625,4
6703,7685,4
5579,1635,5
625,1432,4
7629,1432,4
441,3330,6
3735,1432,4
1432,7770,4
4307,4321,4
3612,4732,4
4237,3289,4
2460,3694,4
3663,53,4
816,437,4
6050,4827,4
8072,8518,4
7640,4541,4
4792,6086,4
6486,6059,4
508,1886,4
10615,2333,4
9964,4543,4
8956,8914,4
8936,4877,4
7832,6865,4
8945,8987,4
8965,8963,4
1167,554,4
4109,7533,4
744,4071,4
1540,2223,4
5007,10196,4
12506,11166,4
13614,12248,4
1315,347,4
7853,7379,5
690,4363,5
6143,11534,4
5260,9991,4
2254,3465,4
7115,7148,4
7832,3332,4
5371,14011,4
9954,10975,4
6050,1030,4
5775,5941,4
6428,8001,4
993,9544,4
1327,5939,4
1470,5955,5
1470,9544,4
3665,1323,4
5295,9749,6
2221,3536,6
2935,3698,4
3502,3509,5
2963,2334,4
2963,3554,4
2498,920,6
2458,3635,8
1358,3675,4
2998,2454,4
1330,2255,4
2973,7813,5
2973,6805,5
2973,7810,5
905,3253,4
4441,8048,5
7643,7860,4
5546,9044,4
10179,10107,4
10368,5668,4
12586,11871,4
8348,8036,5
12553,12594,6
4810,5769,5
7813,8775,4
2681,7259,4
1057,3845,5
11207,2143,4
14057,14042,4
11166,10316,4
5377,5352,4
5775,5962,4
592,1246,8
4765,3147,5
1531,3147,6
1960,1941,4
1920,1904,4
1920,1902,4
2859,4502,4
11860,10746,4
7612,6946,6
759,746,8
750,764,5
726,733,5
797,761,7
755,766,6
712,773,7
3713,2254,4
9971,9918,4
10758,5380,6
1276,10612,4
556,11275,7
4707,2970,4
11285,1580,4
1074,3876,4
6140,5601,4
1504,917,4
7645,4550,7
9903,9317,4
760,11652,4
4293,10497,5
2174,1296,5
4632,3112,5
8257,2544,6
1064,8194,6
10253,10497,4
9977,3112,6
2489,8424,6
58,1328,5
1253,5005,4
7373,2065,6
6878,5396,4
8171,3998,4
5905,8546,4
10396,1641,6
6547,4718,4
6570,7481,4
7481,5671,5
4362,5147,4
1230,7685,6
12188,3002,4
5787,5777,7
5765,5781,4
5777,5768,4
696,2106,6
366,397,4
1649,2586,4
3676,5792,4
4896,6927,5
6927,6908,7
3102,5922,4
7291,3867,4
5423,2776,6
3672,3689,5
5758,5727,5
5779,5799,4
5738,5725,5
5800,5772,5
5741,5726,4
11200,11188,4
11101,11148,4
11109,11175,4
11135,11140,4
11183,11127,4
11183,11102,4
11122,11143,4
1972,7980,5
6576,8837,4
13260,13271,4
10960,7552,4
13542,13562,4
10454,3410,4
9723,6749,4
120,105,4
5767,5737,4
5712,5714,4
11137,11121,4
11188,11124,4
11129,11153,4
11174,11157,4
11173,11156,4
3336,1011,4
5545,5959,7
3484,3638,4
895,805,4
894,848,4
4239,4208,4
1413,1472,6
4248,4217,8
8240,8228,4
3016,1452,4
9963,4359,4
3012,9482,4
1938,5243,4
3339,8548,4
184,613,4
1844,1465,6
2722,2727,4
2776,1464,4
3041,1616,4
6418,5596,10
8206,13432,4
7288,11513,4
6633,7194,4
14082,5560,4
6460,1399,4
2575,833,4
4127,4427,5
8411,8093,6
2886,6813,5
4319,2625,5
141,3322,4
10310,7837,6
9212,8234,4
6978,4572,4
9898,10018,5
5374,5803,4
6111,7983,6
243,254,5
604,280,4
860,286,4
202,253,5
13693,13656,4
7141,7172,6
1774,2101,7
1774,6585,4
7550,3849,4
4300,4212,7
8212,9091,5
8007,10376,4
10394,7429,4
8286,4170,4
12582,3597,4
12439,12493,5
4945,4903,6
9252,9282,6
10704,10713,4
2354,10756,5
10709,10798,4
10756,2345,4
10762,10795,5
7209,148,5
10795,10703,6
4700,10786,5
4202,9066,6
8729,10731,4
3028,8260,6
6560,6166,5
4034,148,5
4034,9645,6
1637,5503,5
8260,2336,5
10788,6729,4
10726,10741,4
3407,11394,4
3690,5955,4
10412,10478,4
10449,10439,4
10422,10427,4
134,7948,4
3988,3929,5
2681,1269,4
1598,1247,4
1598,1269,6
1503,3913,5
10428,10431,4
10452,10409,4
10424,10442,4
4063,4080,6
2272,1158,4
3928,7603,4
2572,2870,4
7619,432,4
8017,3172,5
2446,3650,6
7508,117,5
8280,756,4
8280,8246,5
10377,7799,4
2973,813,5
5876,8048,4
2926,281,4
10313,7799,4
334,355,7
322,359,6
309,364,5
2667,1243,4
3518,3524,4
2600,255,5
2248,2240,5
2434,2489,4
9392,10036,4
8188,8159,4
2651,3216,4
3077,9977,4
7636,1321,7
2460,2478,7
2478,2406,4
3077,2656,4
1043,1051,5
750,1021,4
1095,762,4
709,1023,4
330,1072,4
760,1013,4
755,1053,6
364,1056,7
1160,3931,4
9356,2684,5
13336,7556,4
8551,2597,5
7911,7450,4
1043,3482,4
3455,3486,4
1511,1202,4
4463,13553,4
5012,13731,4
11450,11496,4
2516,334,6
2725,334,4
4068,3368,4
9058,3090,4
11879,11811,4
12377,5101,4
8552,12374,6
11422,7724,6
7724,12355,4
12326,9875,4
3238,5180,4
7661,11587,6
5754,13571,5
6591,6067,5
8446,5201,8
8446,10244,4
8050,4166,4
5201,8660,5
9540,5634,4
2092,13163,6
13221,10205,5
13571,7099,7
13571,13218,5
10067,6733,4
10067,978,5
2600,1293,4
11807,11870,4
11880,11874,6
3321,3205,4
2145,288,5
4091,3285,4
169,3343,4
2162,2189,4
2124,2120,4
2148,2144,4
2130,620,4
10184,5411,4
4882,8965,4
8007,8076,4
5012,5055,4
2783,5402,4
4042,4309,6
5414,4044,5
4399,930,5
5481,2939,5
5412,5440,4
4053,4388,8
4011,1666,9
4364,4388,7
4044,5466,6
4395,5440,5
5443,5491,11
5416,5467,4
10037,4584,4
371,7677,4
557,4121,4
557,1296,4
10023,3275,4
1138,5530,4
7809,2174,5
7809,400,4
1041,4336,4
6987,888,4
237,4823,4
5530,6522,4
6522,10016,6
11201,10017,4
4337,7677,4
614,10017,4
7677,4217,5
8194,210,4
4689,210,4
1521,1710,4
1892,618,4
8365,11280,4
863,846,4
8350,8351,4
4012,6072,4
6146,2396,4
1649,697,4
12163,14070,4
10784,12908,4
14786,14703,5
12862,14093,4
14776,14750,4
323,2169,4
2202,2220,4
2202,2209,4
8036,8509,5
8036,2728,5
8120,7551,4
2290,2273,4
3483,8526,5
2476,7187,4
3896,10731,4
13400,13384,5
4234,8664,4
7395,13365,5
9217,9856,4
5836,13644,4
10384,5259,4
2975,9901,4
1624,6642,4
4860,9684,5
8572,293,4
2722,10516,4
2722,10382,4
650,1645,4
3162,3146,6
215,2539,4
3958,1246,4
3616,4591,4
5702,1009,4
4891,7557,4
11706,11740,4
8674,5253,4
11727,12881,4
1351,5998,4
10294,10645,4
288,11272,4
11720,11726,4
8372,2408,4
2778,7722,4
2966,4072,4
10046,3925,4
9363,9822,5
9613,9618,4
8824,5672,4
9619,5383,4
5359,9660,4
9611,9640,5
9659,9686,4
5938,5984,4
5548,2433,5
8072,8563,5
3132,296,4
483,421,5
110,1783,4
5946,5962,4
173,3615,4
165,3691,4
3012,3098,4
9395,6208,5
1860,1747,7
10089,9495,4
486,9752,5
12100,3298,4
12135,8704,4
8211,3962,5
6764,3759,5
1196,4711,4
9445,1466,4
3837,3801,4
3802,3801,5
3019,2329,4
5925,763,5
11070,8326,5
3839,3867,4
6591,5009,7
2969,12074,4
4346,4088,4
4088,4387,4
4305,4336,4
961,1323,4
11324,11395,4
2857,9026,6
14025,14048,4
14091,14018,5
428,3758,4
4712,5225,4
7934,5071,4
10110,3508,4
6040,6037,5
6064,6071,7
7540,758,5
7747,10616,5
6987,1383,4
1383,9659,4
1505,9282,5
9386,10833,5
13731,139,4
1863,11276,4
3245,6777,4
2431,5671,4
5671,5694,5
5996,5793,4
4876,5997,5
8316,4517,4
3182,2175,4
3122,2175,4
3405,3440,5
3159,263,5
751,3414,4
3114,292,6
12340,1812,4
4161,2766,4
184,6884,4
2993,6832,4
6833,6880,5
6833,6869,5
5964,5744,5
6872,6047,4
6064,6836,4
6064,2294,8
5993,6077,4
4316,6825,5
5788,5977,6
6844,5744,4
6844,6858,5
1619,5724,5
6071,6853,4
6071,3544,6
5798,6809,4
4412,6039,6
6847,6836,5
6847,2294,4
5977,5706,6
6854,6897,6
6069,6848,4
5443,6096,6
6889,1884,4
6832,6001,4
6885,5769,4
4092,6447,4
8714,9777,4
10616,9777,4
7611,7015,4
753,6331,4
12516,12540,4
920,4683,4
8474,10458,4
4690,4675,6
4628,4630,5
9512,9576,6
9512,9524,5
2327,8706,4
6246,1232,5
605,684,4
10328,1617,4
2458,6471,4
6317,4816,6
8653,6111,6
5116,9421,6
47,9725,5
5162,6286,4
1548,1692,5
6765,2415,4
8196,5464,4
7048,7034,4
7068,7014,5
7584,7561,5
9682,4451,4
6857,4451,4
182,2345,4
2964,10089,4
5310,4314,4
2075,5370,4
4391,2111,4
2268,2406,4
3997,2251,4
1828,2767,4
4542,2560,4
1706,4187,4
1366,957,4
1366,2942,4
3177,3367,4
1498,1427,4
1254,8403,4
2082,2048,4
7444,8922,4
4016,10115,4
4830,344,4
582,11871,4
582,1240,4
11898,3322,4
11276,10714,4
2776,1032,4
8851,11874,4
8851,7837,4
5438,10716,5
5787,6447,4
3477,2939,5
5490,6010,5
6080,4009,5
6418,8402,5
5989,5668,4
1569,8402,5
3151,3154,4
4916,6932,4
7486,7581,5
582,2333,4
15113,1242,4
10398,163,4
4513,7427,4
9996,11315,4
8103,9146,4
3902,1770,4
5626,5676,4
8158,4035,4
8158,1432,4
4072,4421,4
5505,4249,5
7601,2776,4
441,7606,4
1635,1230,4
4307,2604,4
7879,7863,5
7889,7862,4
9757,10048,4
9092,848,4
9091,9026,4
8513,4168,4
10267,10244,4
2488,7209,4
2488,4611,5
4034,419,4
1444,9243,4
1673,9255,4
9263,8893,4
9713,9999,4
5235,5215,4
4148,735,4
7291,7273,4
8928,8995,4
7716,8995,4
11285,1410,4
8987,8961,4
3093,10988,4
4057,4344,4
4331,4344,5
3953,2125,4
905,945,6
918,967,4
2911,2754,4
6823,9540,4
3251,183,4
7796,8320,4
9932,8696,4
2221,10261,4
11376,871,4
2816,5989,4
11274,5136,4
1994,4056,4
3691,7666,4
5760,949,4
2765,6777,4
2150,4719,4
10597,1994,4
695,3117,4
3636,5686,5
6030,3279,4
13235,13277,4
8257,2201,5
4243,4289,4
8735,8743,4
1709,1972,4
5336,8594,4
6003,3930,6
2185,11649,4
7951,2310,4
9992,9906,6
9441,4707,7
9906,4444,4
2949,10315,4
1327,3665,4
10847,10315,4
2225,5226,5
2405,3554,4
3571,3510,5
1330,2467,4
2236,3577,4
923,3554,4
5423,8461,5
7662,3253,4
